,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
377,BOL,2001,3155.99808935,8.496378,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.94243029206,21023.9586798
378,BOL,2001,3155.99808935,8.496378,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.94243029206,21023.9586798
379,BOL,2002,3227.33450204,8.653343,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,5.54698918094,995.626776842
380,BOL,2002,3227.33450204,8.653343,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,5.54698918094,995.626776842
381,BOL,2003,3386.78718814,8.81042,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,8.11539063972,3321.63506394
382,BOL,2003,3386.78718814,8.81042,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,8.11539063972,3321.63506394
383,BOL,2006,4113.04465147,9.283345,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.69299482029,13637.32577
384,BOL,2007,4262.99144893,9.441482,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,6.14310338144,43675.5056039
385,BOL,2007,4262.99144893,9.441482,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,6.14310338144,43675.5056039
386,BOL,2008,4617.74995935,9.599916,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.81252460959,750.214897714
387,BOL,2010,5109.750153,9.918245,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.7726679468,12759.1121211
388,BOL,2010,5109.750153,9.918245,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,2.7726679468,12759.1121211
389,BOL,2011,5575.87430276,10.078238,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,5.15963207061,8813.54458984
390,BOL,2012,5859.13693411,10.238762,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,1.2696847529,6747.3977811
391,BOL,2013,6063.6576429,10.399931,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,4.35900327928,16074.2733133
392,BOL,2013,6063.6576429,10.399931,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,4.35900327928,16074.2733133
393,BOL,2013,6063.6576429,10.399931,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,4.35900327928,16074.2733133
394,BOL,2014,6012.76500414,10.561887,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,5.30208285697,9303.26181297
395,BOL,2014,6012.76500414,10.561887,Bolivia,5.63,7.0,5.36,5.0,3.75,7.06,Hybrid regime,5.30208285697,9303.26181297
396,BRA,1964,2690.27328873,80.918301,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.23581438024,1482.97725628
398,BRA,1966,2786.42653347,85.824043,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,5.30154469651,24516.0787869
399,BRA,1966,2786.42653347,85.824043,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,5.30154469651,24516.0787869
400,BRA,1967,2882.08529865,88.324188,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,9.28398005765,2145.99199033
401,BRA,1969,3122.02600304,93.404391,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,3.38313859356,410.098493121
402,BRA,1970,3457.35101446,95.982453,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.79199420961,1087.39667239
403,BRA,1971,3759.28396418,98.4022,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,2.42880748601,132.11086744
404,BRA,1974,4756.89501151,105.84627,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,8.05413360339,1676.96036903
405,BRA,1974,4756.89501151,105.84627,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,8.05413360339,1676.96036903
406,BRA,1975,4871.02925927,108.43128,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.1251365842,3820.85317078
407,BRA,1975,4871.02925927,108.43128,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.1251365842,3820.85317078
411,BRA,1979,5507.70388308,119.34144,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,2.51379571086,12568.9785543
419,BRA,1984,5389.75017273,133.95055,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.01903276993,1462.10672521
420,BRA,1984,5389.75017273,133.95055,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.01903276993,1462.10672521
426,BRA,1988,6217.10051989,145.15047,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,4.51255858834,21162.4116684
455,BRA,2003,8349.80509983,183.62734,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.3886820993,1121.73383332
470,BRA,2010,13514.0066262,198.61421,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,1.82766379102,1233.23502382
471,BRA,2011,14874.188338,200.51758,Brazil,6.9,9.58,6.79,5.56,3.75,8.82,Flawed democracy,4.8773778339,6062.31134447
476,BTN,1985,1987.59455276,0.46901,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,87.4181787169,526.641223002
477,BTN,1994,2884.40937338,0.511382,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,38.1319639721,64139.9188865
478,BTN,1994,2884.40937338,0.511382,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,38.1319639721,64139.9188865
479,BTN,2000,4234.99928741,0.564187,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,354.492393479,1772.4619674
480,BTN,2009,6254.5949471,0.70783,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,15.5404546289,16.9532232316
481,BTN,2011,6660.80677954,0.732246,Bhutan,4.93,8.33,5.36,2.78,4.38,3.82,Hybrid regime,1.36566126684,27335.0759171
482,BWA,1988,4934.22205047,1.300097,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,73.4560575096,10239.6205822
483,BWA,1988,4934.22205047,1.300097,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,73.4560575096,10239.6205822
484,BWA,1995,7067.91005456,1.576291,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,12.6880125561,3489.20345292
485,BWA,2000,10263.1751582,1.736579,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,1.72753442256,79913.4390085
486,BWA,2006,13244.6464537,1.895671,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,247.933317543,11744.6540038
487,BWA,2008,12653.1596441,1.967866,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,1.01632936389,7.62247022917
488,BWA,2013,14190.8896726,2.17651,Botswana,7.87,9.17,7.14,6.11,7.5,9.41,Flawed democracy,5.51341367602,1934.289298
506,CAN,1965,16331.0512023,19.7843070387,Canada,9.15,9.58,9.64,7.78,8.75,10.0,Full democracy,1.31417289214,1.1119924472
507,CAN,1971,19226.5202587,21.790338,Canada,9.15,9.58,9.64,7.78,8.75,10.0,Full democracy,1.42264888227,68.8378491421
532,CHE,1968,25153.6102184,6.03646014653,Switzerland,9.09,9.58,9.29,7.78,9.38,9.41,Full democracy,3.31320004017,3.64452004419
533,CHE,1970,27249.8591628,6.169357,Switzerland,9.09,9.58,9.29,7.78,9.38,9.41,Full democracy,4.86274339449,7.78038943118
534,CHE,2000,42638.6220461,7.165581,Switzerland,9.09,9.58,9.29,7.78,9.38,9.41,Full democracy,2.23289639738,209.334037254
539,CHL,1960,5095.75341707,7.74186456518,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,848.632773757,258723.203323
540,CHL,1963,6059.22220146,8.31546110826,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,33.6722156901,55.3186400623
542,CHL,1965,5982.07666907,8.68554330074,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,57.5669227229,22759.0828985
543,CHL,1965,5982.07666907,8.68554330074,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,57.5669227229,22759.0828985
545,CHL,1971,7706.51342816,9.741579,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,8.7254848521,241128.568582
546,CHL,1974,6886.32280957,10.255074,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,3.12040654217,3900.50817771
547,CHL,1977,5948.18113394,10.746328,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.39582562527,1563.32470031
550,CHL,1984,6010.33161396,11.921407,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,10.6531049565,27108.6290402
551,CHL,1985,5991.98504019,12.108576,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,14.8654969833,122415.303005
552,CHL,1986,6179.72904259,12.304203,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.5848243076,3451.01588457
553,CHL,1986,6179.72904259,12.304203,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.5848243076,3451.01588457
554,CHL,1987,6496.91558769,12.507488,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,4.37071510016,5396.92702484
555,CHL,1987,6496.91558769,12.507488,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,4.37071510016,5396.92702484
556,CHL,1987,6496.91558769,12.507488,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,4.37071510016,5396.92702484
557,CHL,1991,8055.64187194,13.354054,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,5.31673752405,3102.0916944
558,CHL,1991,8055.64187194,13.354054,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,5.31673752405,3102.0916944
559,CHL,1993,9110.53042215,13.778676,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,4.1731150366,131.580131502
560,CHL,1993,9110.53042215,13.778676,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,4.1731150366,131.580131502
567,CHL,2000,11004.9979691,15.170387,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.05468634386,11975.1065019
570,CHL,2002,10821.036583,15.544554,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.22229302944,14837.4794156
572,CHL,2005,13529.1227166,16.096571,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.26320899857,602.716359072
573,CHL,2005,13529.1227166,16.096571,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.26320899857,602.716359072
574,CHL,2005,13529.1227166,16.096571,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.26320899857,602.716359072
575,CHL,2006,15745.8126373,16.279728,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,1.10566957875,5888.42761992
578,CHL,2010,19009.2286252,17.015048,Chile,7.78,9.58,8.57,4.44,6.88,9.41,Flawed democracy,33.0295865166,157011.370171
584,CHN,1976,1362.67042516,921.688199,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,262.561677867,177.934360208
586,CHN,1980,1598.93001867,977.837433,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,3.31905886446,54.8148375089
587,CHN,1980,1598.93001867,977.837433,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,3.31905886446,54.8148375089
588,CHN,1981,1642.03667252,991.553829,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.24299857855,1620.17931152
589,CHN,1981,1642.03667252,991.553829,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.24299857855,1620.17931152
633,CHN,1996,3523.10266221,1238.234851,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.1330645385,35393.8255046
634,CHN,1996,3523.10266221,1238.234851,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.1330645385,35393.8255046
635,CHN,1996,3523.10266221,1238.234851,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.1330645385,35393.8255046
636,CHN,1996,3523.10266221,1238.234851,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.1330645385,35393.8255046
684,CHN,2008,8033.57143767,1326.690636,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,13.3339299457,20081.2609037
685,CHN,2008,8033.57143767,1326.690636,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,13.3339299457,20081.2609037
686,CHN,2008,8033.57143767,1326.690636,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,13.3339299457,20081.2609037
687,CHN,2008,8033.57143767,1326.690636,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,13.3339299457,20081.2609037
688,CHN,2008,8033.57143767,1326.690636,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,13.3339299457,20081.2609037
693,CHN,2010,9456.3099423,1340.968737,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.07176249553,21724.0973605
694,CHN,2010,9456.3099423,1340.968737,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.07176249553,21724.0973605
695,CHN,2010,9456.3099423,1340.968737,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.07176249553,21724.0973605
696,CHN,2010,9456.3099423,1340.968737,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.07176249553,21724.0973605
697,CHN,2010,9456.3099423,1340.968737,China,3.14,0.0,4.64,3.33,6.25,1.47,Authoritarian,1.07176249553,21724.0973605
715,CIV,1970,2743.85291625,5.241914,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,22.8924015159,286.155018949
716,CIV,1991,2272.65420384,12.600967,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,1.26974382204,3.96794944388
717,CIV,1995,2405.90764441,14.40434,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,10.413528145,140.721476999
718,CIV,2001,2385.38518019,16.865376,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,11.6214426527,188.551977732
719,CIV,2002,2409.99810428,17.185421,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,4.48054196636,50.1006056238
720,CIV,2005,2070.13713056,18.132702,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,2.205959156,11.581285569
721,CIV,2006,2143.1395574,18.486392,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,2.27194143671,24.3963235227
722,CIV,2007,2140.40956882,18.862172,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,1.5904849134,7.95242456701
724,CIV,2009,2570.54405389,19.684909,Ivory Coast,3.81,3.42,2.86,3.33,5.63,3.82,Authoritarian,1.37160908389,508.308166423
726,CMR,1986,2751.6745557,10.701458,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,163.155338273,975.28766641
727,CMR,1988,2422.71607546,11.370394,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.80292784929,58.9249589768
728,CMR,1988,2422.71607546,11.370394,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.80292784929,58.9249589768
729,CMR,1989,2381.95878736,11.716975,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,8.53462604469,46.9404432458
730,CMR,1990,2370.88487928,12.070359,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,9.77601411855,14.2497832914
731,CMR,1991,2262.38761368,12.430311,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,12.4695190651,62.0660255403
732,CMR,1991,2262.38761368,12.430311,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,12.4695190651,62.0660255403
733,CMR,1992,2128.93578175,12.796739,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,57.1239282133,614.609706426
734,CMR,1993,2023.35287363,13.1691,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,38.9548260701,309.056807223
735,CMR,1996,2164.60481297,14.317191,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,26.4018270064,197.315241516
736,CMR,1997,2182.35490011,14.709961,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,7.40994486661,32.5629687257
737,CMR,1998,2229.71904137,15.10863,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,15.8187737737,138.066786995
738,CMR,1999,2271.9555161,15.514249,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.22468061458,35.6124231344
739,CMR,1999,2271.9555161,15.514249,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.22468061458,35.6124231344
742,CMR,2001,2246.3125324,16.349364,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.86551599194,62.4489123858
743,CMR,2001,2246.3125324,16.349364,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.86551599194,62.4489123858
744,CMR,2003,2330.62973366,17.218591,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.16153522666,5.80767613331
745,CMR,2004,2334.9464437,17.667576,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,2.60363957116,165.500915349
746,CMR,2005,2310.02346107,18.126999,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,2.31698583974,77.2328613247
750,CMR,2009,2379.88893646,20.074522,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,5.42976814093,72.52974691
751,CMR,2010,2431.02452648,20.590666,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,12.8213434184,266.237138711
752,CMR,2010,2431.02452648,20.590666,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,12.8213434184,266.237138711
753,CMR,2011,2471.71124615,21.119065,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,30.2570213217,791.038807826
754,CMR,2012,2534.62265157,21.659488,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,1.15422857641,2399.87205607
755,CMR,2014,2681.85536124,22.773014,Cameroon,3.46,2.0,3.21,3.89,4.38,3.82,Authoritarian,4.87419012696,90.2822964057
756,COD,1966,2628.0970801,17.7705350993,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,1.35055021506,202.582532258
757,COD,1968,2438.38691813,18.8979906916,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,8.14901449119,40.6392410989
758,COD,1976,1692.25717393,23.556784,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,10.4004010055,11.1220614834
759,COD,1977,1763.54485281,24.242643,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,6.06369528273,2474.97766642
796,COD,2014,1216.9455122,74.87703,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,1.35555590279,31.8321920621
797,COD,2014,1216.9455122,74.87703,Democratic Republic of the Congo,1.93,0.92,0.71,2.78,4.38,0.88,Authoritarian,1.35555590279,31.8321920621
798,COG,1967,1219.60132908,1.23787789772,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,124.40645421,539.633190989
799,COG,1997,1456.62637205,2.873638,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,28.8832483423,168.775607784
800,COG,1999,1456.43321273,3.031969,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,2.80345874249,6942.51821176
801,COG,1999,1456.43321273,3.031969,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,2.80345874249,6942.51821176
802,COG,2001,2045.73928478,3.183883,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,5.96755596861,4.0830646101
803,COG,2002,2145.27534125,3.256867,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,39.3015741816,4.6056532244
804,COG,2003,2127.07685513,3.331564,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,8.70462041251,0.600318649139
805,COG,2005,3205.73846576,3.503086,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,1.57004424099,285.748051861
806,COG,2005,3205.73846576,3.503086,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,1.57004424099,285.748051861
807,COG,2006,3501.34472458,3.604595,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,7.7678629638,1113.85606427
808,COG,2006,3501.34472458,3.604595,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,7.7678629638,1113.85606427
809,COG,2008,3214.95837313,3.832771,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,6.78360382084,164.371938736
810,COG,2010,4889.21839654,4.066078,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,53.8602555091,128.871113638
811,COG,2011,5339.35269564,4.177435,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,15.5597872857,2589.86674838
812,COG,2012,5144.54619991,4.286188,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,2.79969054087,1128.1586342
813,COG,2012,5144.54619991,4.286188,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,2.79969054087,1128.1586342
814,COG,2013,5019.32751641,4.394334,Republic of the Congo,2.91,1.67,2.86,3.33,3.75,2.94,Authoritarian,3.64105231874,243.722939585
815,COL,1967,3815.68929211,20.3464937772,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,2.9980595511,1975.77039269
816,COL,1970,4337.21138091,22.061214,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,18.9699442651,115859.580529
817,COL,1970,4337.21138091,22.061214,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,18.9699442651,115859.580529
819,COL,1974,5750.48466888,24.208022,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,16.110362094,41.3086207539
821,COL,1979,6860.93908996,27.11351,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,12.927134849,2095.67112484
822,COL,1979,6860.93908996,27.11351,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,12.927134849,2095.67112484
823,COL,1980,7001.56856655,27.737905,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.44206997609,1.80258747011
824,COL,1981,6802.349574,28.375995,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,2.29066857391,493.374769766
825,COL,1983,6518.61133959,29.687096,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.22742594964,618.787368087
826,COL,1983,6518.61133959,29.687096,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.22742594964,618.787368087
827,COL,1985,6425.23767089,31.011686,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,702.960812901,409.523042378
830,COL,1987,6666.0491815,32.324326,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,10.4255847438,112.701499174
831,COL,1987,6666.0491815,32.324326,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,10.4255847438,112.701499174
832,COL,1988,6709.83041806,32.975533,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,2.21376254934,3499.56435882
833,COL,1988,6709.83041806,32.975533,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,2.21376254934,3499.56435882
835,COL,1991,6833.79093341,34.91677,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.36275558516,144.352794755
836,COL,1991,6833.79093341,34.91677,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.36275558516,144.352794755
837,COL,1991,6833.79093341,34.91677,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.36275558516,144.352794755
844,COL,1994,7422.71302332,36.823539,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.18210753725,752.032551787
845,COL,1994,7422.71302332,36.823539,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,4.18210753725,752.032551787
846,COL,1995,7629.4584648,37.44198,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.6558953346,1391.49959484
847,COL,1995,7629.4584648,37.44198,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.6558953346,1391.49959484
852,COL,1999,6887.38927192,39.819279,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,10.6648507289,11390.8223535
853,COL,1999,6887.38927192,39.819279,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,10.6648507289,11390.8223535
854,COL,1999,6887.38927192,39.819279,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,10.6648507289,11390.8223535
855,COL,2000,7026.307125,40.403959,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.42312786725,982.948230395
856,COL,2000,7026.307125,40.403959,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.42312786725,982.948230395
857,COL,2001,6887.5765881,40.988909,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.20764375553,94.3181971494
858,COL,2001,6887.5765881,40.988909,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.20764375553,94.3181971494
859,COL,2002,6914.13836428,41.572493,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.62366976645,1521.89574005
860,COL,2002,6914.13836428,41.572493,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.62366976645,1521.89574005
861,COL,2003,7046.11054569,42.152147,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.36410607982,480.770291487
862,COL,2003,7046.11054569,42.152147,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.36410607982,480.770291487
863,COL,2004,7346.79724049,42.724157,Colombia,6.67,9.17,7.14,4.44,4.38,8.24,Flawed democracy,1.35754580248,6319.8438298
